Metric,Detail1,Detail2,Detail3,Detail4,Data Date (MM/DD/YYYY),GeographicLevel,GeographicName,Value_NUMBER,Units,MOST RECENT DATA,COVID Team,Date and time of update,Subgroup,Value_Text,URLLINK
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/10/2020,State,Minnesota,2611,Accounts,1,Economic Security,7/9/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/11/2020,State,Minnesota,0,Accounts,1,Economic Security,7/10/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/12/2020,State,Minnesota,1813,Accounts,1,Economic Security,7/11/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/13/2020,State,Minnesota,3396,Accounts,1,Economic Security,7/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/14/2020,State,Minnesota,2544,Accounts,1,Economic Security,7/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/15/2020,State,Minnesota,2760,Accounts,1,Economic Security,7/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/16/2020,State,Minnesota,2715,Accounts,1,Economic Security,7/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/17/2020,State,Minnesota,2329,Accounts,1,Economic Security,7/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/18/2020,State,Minnesota,0,Accounts,1,Economic Security,7/17/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/19/2020,State,Minnesota,1506,Accounts,1,Economic Security,7/18/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/20/2020,State,Minnesota,2933,Accounts,1,Economic Security,7/19/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/21/2020,State,Minnesota,2227,Accounts,1,Economic Security,7/20/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/22/2020,State,Minnesota,2368,Accounts,1,Economic Security,7/21/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/23/2020,State,Minnesota,2227,Accounts,1,Economic Security,7/22/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/24/2020,State,Minnesota,1924,Accounts,1,Economic Security,7/23/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/25/2020,State,Minnesota,0,Accounts,1,Economic Security,7/24/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/26/2020,State,Minnesota,1278,Accounts,1,Economic Security,7/25/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/27/2020,State,Minnesota,2384,Accounts,1,Economic Security,7/26/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/28/2020,State,Minnesota,1695,Accounts,1,Economic Security,7/27/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/29/2020,State,Minnesota,1744,Accounts,1,Economic Security,7/28/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/30/2020,State,Minnesota,1606,Accounts,1,Economic Security,7/29/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,7/31/2020,State,Minnesota,1520,Accounts,1,Economic Security,7/30/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/1/2020,State,Minnesota,0,Accounts,1,Economic Security,7/31/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/2/2020,State,Minnesota,897,Accounts,1,Economic Security,8/1/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/3/2020,State,Minnesota,1745,Accounts,1,Economic Security,8/2/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/4/2020,State,Minnesota,1290,Accounts,1,Economic Security,8/3/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/5/2020,State,Minnesota,1448,Accounts,1,Economic Security,8/4/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/6/2020,State,Minnesota,1438,Accounts,1,Economic Security,8/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/7/2020,State,Minnesota,1285,Accounts,1,Economic Security,8/6/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/8/2020,State,Minnesota,0,Accounts,1,Economic Security,8/7/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/9/2020,State,Minnesota,2397,Accounts,1,Economic Security,8/8/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/10/2020,State,Minnesota,3034,Accounts,1,Economic Security,8/9/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/11/2020,State,Minnesota,2123,Accounts,1,Economic Security,8/10/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/12/2020,State,Minnesota,2006,Accounts,1,Economic Security,8/11/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/13/2020,State,Minnesota,1875,Accounts,1,Economic Security,8/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/14/2020,State,Minnesota,1642,Accounts,1,Economic Security,8/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/15/2020,State,Minnesota,0,Accounts,1,Economic Security,8/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/16/2020,State,Minnesota,962,Accounts,1,Economic Security,8/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/17/2020,State,Minnesota,1993,Accounts,1,Economic Security,8/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/18/2020,State,Minnesota,1503,Accounts,1,Economic Security,8/17/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/19/2020,State,Minnesota,1484,Accounts,1,Economic Security,8/18/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/20/2020,State,Minnesota,1423,Accounts,1,Economic Security,8/19/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/21/2020,State,Minnesota,1299,Accounts,1,Economic Security,8/20/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/22/2020,State,Minnesota,0,Accounts,1,Economic Security,8/21/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/23/2020,State,Minnesota,926,Accounts,1,Economic Security,8/22/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/24/2020,State,Minnesota,1864,Accounts,1,Economic Security,8/23/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/25/2020,State,Minnesota,1396,Accounts,1,Economic Security,8/24/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/26/2020,State,Minnesota,1464,Accounts,1,Economic Security,8/25/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/27/2020,State,Minnesota,1366,Accounts,1,Economic Security,8/26/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/28/2020,State,Minnesota,1420,Accounts,1,Economic Security,8/27/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/29/2020,State,Minnesota,0,Accounts,1,Economic Security,8/28/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/30/2020,State,Minnesota,1037,Accounts,1,Economic Security,8/29/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,8/31/2020,State,Minnesota,2029,Accounts,1,Economic Security,8/30/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/1/2020,State,Minnesota,1643,Accounts,1,Economic Security,8/31/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/2/2020,State,Minnesota,1691,Accounts,1,Economic Security,9/1/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/3/2020,State,Minnesota,1687,Accounts,1,Economic Security,9/2/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/4/2020,State,Minnesota,1513,Accounts,1,Economic Security,9/3/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/5/2020,State,Minnesota,0,Accounts,1,Economic Security,9/4/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/6/2020,State,Minnesota,1092,Accounts,1,Economic Security,9/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/7/2020,State,Minnesota,1120,Accounts,1,Economic Security,9/6/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/8/2020,State,Minnesota,2080,Accounts,1,Economic Security,9/7/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/9/2020,State,Minnesota,1913,Accounts,1,Economic Security,9/8/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/10/2020,State,Minnesota,2008,Accounts,1,Economic Security,9/9/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/11/2020,State,Minnesota,1693,Accounts,1,Economic Security,9/10/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/12/2020,State,Minnesota,0,Accounts,1,Economic Security,9/11/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/13/2020,State,Minnesota,1237,Accounts,1,Economic Security,9/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/14/2020,State,Minnesota,2113,Accounts,1,Economic Security,9/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/15/2020,State,Minnesota,1542,Accounts,1,Economic Security,9/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/16/2020,State,Minnesota,1598,Accounts,1,Economic Security,9/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/17/2020,State,Minnesota,1588,Accounts,1,Economic Security,9/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/18/2020,State,Minnesota,1239,Accounts,1,Economic Security,9/17/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/19/2020,State,Minnesota,0,Accounts,1,Economic Security,9/18/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/20/2020,State,Minnesota,979,Accounts,1,Economic Security,9/19/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/21/2020,State,Minnesota,1790,Accounts,1,Economic Security,9/20/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/22/2020,State,Minnesota,1305,Accounts,1,Economic Security,9/21/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/23/2020,State,Minnesota,1354,Accounts,1,Economic Security,9/22/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/24/2020,State,Minnesota,1446,Accounts,1,Economic Security,9/23/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/25/2020,State,Minnesota,1245,Accounts,1,Economic Security,9/24/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/26/2020,State,Minnesota,0,Accounts,1,Economic Security,9/25/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/27/2020,State,Minnesota,826,Accounts,1,Economic Security,9/26/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/28/2020,State,Minnesota,1689,Accounts,1,Economic Security,9/27/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/29/2020,State,Minnesota,1268,Accounts,1,Economic Security,9/28/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,9/30/2020,State,Minnesota,1355,Accounts,1,Economic Security,9/29/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/1/2020,State,Minnesota,1621,Accounts,1,Economic Security,9/30/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/2/2020,State,Minnesota,1276,Accounts,1,Economic Security,10/1/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/3/2020,State,Minnesota,0,Accounts,1,Economic Security,10/2/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/4/2020,State,Minnesota,897,Accounts,1,Economic Security,10/3/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/5/2020,State,Minnesota,1903,Accounts,1,Economic Security,10/4/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/6/2020,State,Minnesota,1378,Accounts,1,Economic Security,10/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/7/2020,State,Minnesota,1419,Accounts,1,Economic Security,10/6/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/8/2020,State,Minnesota,1378,Accounts,1,Economic Security,10/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/9/2020,State,Minnesota,1246,Accounts,1,Economic Security,10/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/10/2020,State,Minnesota,0,Accounts,1,Economic Security,10/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/11/2020,State,Minnesota,929,Accounts,1,Economic Security,10/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/12/2020,State,Minnesota,1958,Accounts,1,Economic Security,10/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/13/2020,State,Minnesota,1458,Accounts,1,Economic Security,10/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/14/2020,State,Minnesota,1557,Accounts,1,Economic Security,10/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/15/2020,State,Minnesota,1437,Accounts,1,Economic Security,10/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/16/2020,State,Minnesota,1351,Accounts,1,Economic Security,10/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/17/2020,State,Minnesota,0,Accounts,1,Economic Security,10/17/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/18/2020,State,Minnesota,986,Accounts,1,Economic Security,10/18/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/19/2020,State,Minnesota,2383,Accounts,1,Economic Security,10/19/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/20/2020,State,Minnesota,1787,Accounts,1,Economic Security,10/20/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/21/2020,State,Minnesota,1767,Accounts,1,Economic Security,10/21/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/22/2020,State,Minnesota,1697,Accounts,1,Economic Security,10/22/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/23/2020,State,Minnesota,1729,Accounts,1,Economic Security,10/23/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/24/2020,State,Minnesota,0,Accounts,1,Economic Security,10/24/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/25/2020,State,Minnesota,1125,Accounts,1,Economic Security,10/25/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/26/2020,State,Minnesota,3299,Accounts,1,Economic Security,10/26/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/27/2020,State,Minnesota,2170,Accounts,1,Economic Security,10/27/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/28/2020,State,Minnesota,1805,Accounts,1,Economic Security,10/28/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/29/2020,State,Minnesota,1619,Accounts,1,Economic Security,10/29/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/30/2020,State,Minnesota,1546,Accounts,1,Economic Security,10/30/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,10/31/2020,State,Minnesota,0,Accounts,1,Economic Security,10/31/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/1/2020,State,Minnesota,1201,Accounts,1,Economic Security,11/2/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/2/2020,State,Minnesota,3136,Accounts,1,Economic Security,11/2/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/3/2020,State,Minnesota,1863,Accounts,1,Economic Security,11/3/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/4/2020,State,Minnesota,1793,Accounts,1,Economic Security,11/4/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/5/2020,State,Minnesota,1799,Accounts,1,Economic Security,11/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/6/2020,State,Minnesota,1742,Accounts,1,Economic Security,11/6/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/7/2020,State,Minnesota,0,Accounts,1,Economic Security,11/7/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/8/2020,State,Minnesota,1555,Accounts,1,Economic Security,11/8/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/9/2020,State,Minnesota,4144,Accounts,1,Economic Security,11/9/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/10/2020,State,Minnesota,2820,Accounts,1,Economic Security,11/10/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/11/2020,State,Minnesota,2206,Accounts,1,Economic Security,11/11/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/12/2020,State,Minnesota,2641,Accounts,1,Economic Security,11/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/13/2020,State,Minnesota,2540,Accounts,1,Economic Security,11/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/14/2020,State,Minnesota,0,Accounts,1,Economic Security,11/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/15/2020,State,Minnesota,1837,Accounts,1,Economic Security,11/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/16/2020,State,Minnesota,5191,Accounts,1,Economic Security,11/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/17/2020,State,Minnesota,3224,Accounts,1,Economic Security,11/17/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/18/2020,State,Minnesota,3933,Accounts,1,Economic Security,11/18/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/19/2020,State,Minnesota,4413,Accounts,1,Economic Security,11/19/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/20/2020,State,Minnesota,4432,Accounts,1,Economic Security,11/20/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/21/2020,State,Minnesota,0,Accounts,1,Economic Security,11/21/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/22/2020,State,Minnesota,4253,Accounts,1,Economic Security,11/22/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/23/2020,State,Minnesota,8604,Accounts,1,Economic Security,11/23/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/24/2020,State,Minnesota,5103,Accounts,1,Economic Security,11/24/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/25/2020,State,Minnesota,4105,Accounts,1,Economic Security,11/25/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/26/2020,State,Minnesota,0,Accounts,1,Economic Security,11/26/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/27/2020,State,Minnesota,3003,Accounts,1,Economic Security,11/27/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/28/2020,State,Minnesota,0,Accounts,1,Economic Security,11/28/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/29/2020,State,Minnesota,2979,Accounts,1,Economic Security,11/29/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,11/30/2020,State,Minnesota,7382,Accounts,1,Economic Security,11/30/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/1/2020,State,Minnesota,4481,Accounts,1,Economic Security,12/1/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/2/2020,State,Minnesota,3853,Accounts,1,Economic Security,12/2/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/3/2020,State,Minnesota,3207,Accounts,1,Economic Security,12/3/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/4/2020,State,Minnesota,3092,Accounts,1,Economic Security,12/4/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/5/2020,State,Minnesota,0,Accounts,1,Economic Security,12/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/6/2020,State,Minnesota,1767,Accounts,1,Economic Security,12/6/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/7/2020,State,Minnesota,4630,Accounts,1,Economic Security,12/7/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/8/2020,State,Minnesota,2887,Accounts,1,Economic Security,12/8/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/9/2020,State,Minnesota,2538,Accounts,1,Economic Security,12/9/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/10/2020,State,Minnesota,2254,Accounts,1,Economic Security,12/10/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/11/2020,State,Minnesota,2333,Accounts,1,Economic Security,12/11/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/12/2020,State,Minnesota,0,Accounts,1,Economic Security,12/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/13/2020,State,Minnesota,1331,Accounts,1,Economic Security,12/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/14/2020,State,Minnesota,3841,Accounts,1,Economic Security,12/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/15/2020,State,Minnesota,2505,Accounts,1,Economic Security,12/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/16/2020,State,Minnesota,2383,Accounts,1,Economic Security,12/16/2020,,,https://mn.gov/deed/newscenter/covid/
