Metric,Detail1,Detail2,Detail3,Detail4,Data Date (MM/DD/YYYY),GeographicLevel,GeographicName,Value_NUMBER,Units,MOST RECENT DATA,COVID Team,Date and time of update,Subgroup,Value_Text,URLLINK
Number of ventilators,Ventilators,In use,,,1/6/2021,State,Minnesota,433,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,Central,29,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,Metro,311,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,Northeast,5,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,Northwest,2,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,South Central,13,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,Southeast,63,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,Southwest,10,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,1/6/2021,Regional Health Care,West Central,0,Ventilators,1,Hospital Surge Capacity,1/6/2020,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
New total capacity,,,,,3/16/2020,State,Minnesota,715,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/17/2020,State,Minnesota,1719,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/18/2020,State,Minnesota,804,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/19/2020,State,Minnesota,24,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/20/2020,State,Minnesota,1151,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/21/2020,State,Minnesota,287,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/22/2020,State,Minnesota,302,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/23/2020,State,Minnesota,1783,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/24/2020,State,Minnesota,541,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/25/2020,State,Minnesota,649,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/26/2020,State,Minnesota,692,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/27/2020,State,Minnesota,348,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/28/2020,State,Minnesota,53,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/29/2020,State,Minnesota,124,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/30/2020,State,Minnesota,137,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,3/31/2020,State,Minnesota,185,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/1/2020,State,Minnesota,203,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/2/2020,State,Minnesota,114,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/3/2020,State,Minnesota,603,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/4/2020,State,Minnesota,18,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/5/2020,State,Minnesota,92,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/6/2020,State,Minnesota,73,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/7/2020,State,Minnesota,101,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/8/2020,State,Minnesota,297,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/9/2020,State,Minnesota,133,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/10/2020,State,Minnesota,90,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/11/2020,State,Minnesota,0,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/12/2020,State,Minnesota,0,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/13/2020,State,Minnesota,46,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/14/2020,State,Minnesota,196,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/15/2020,State,Minnesota,28,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/16/2020,State,Minnesota,12,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/17/2020,State,Minnesota,312,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/18/2020,State,Minnesota,5,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/19/2020,State,Minnesota,0,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/20/2020,State,Minnesota,86,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/21/2020,State,Minnesota,43,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/22/2020,State,Minnesota,280,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/23/2020,State,Minnesota,122,available slots,,Education and Care,4/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/24/2020,State,Minnesota,1239,available slots,,Education and Care,4/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/25/2020,State,Minnesota,42,available slots,,Education and Care,4/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/26/2020,State,Minnesota,115,available slots,,Education and Care,4/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/27/2020,State,Minnesota,310,available slots,,Education and Care,4/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/28/2020,State,Minnesota,129,available slots,,Education and Care,4/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/29/2020,State,Minnesota,182,available slots,,Education and Care,4/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,4/30/2020,State,Minnesota,139,available slots,,Education and Care,4/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/1/2020,State,Minnesota,265,available slots,,Education and Care,5/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/2/2020,State,Minnesota,5,available slots,,Education and Care,5/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/3/2020,State,Minnesota,0,available slots,,Education and Care,5/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/4/2020,State,Minnesota,72,available slots,,Education and Care,5/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/5/2020,State,Minnesota,149,available slots,,Education and Care,5/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/6/2020,State,Minnesota,70,available slots,,Education and Care,5/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/7/2020,State,Minnesota,53,available slots,,Education and Care,5/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/8/2020,State,Minnesota,40,available slots,,Education and Care,5/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/9/2020,State,Minnesota,5,available slots,,Education and Care,5/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/10/2020,State,Minnesota,0,available slots,,Education and Care,5/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/11/2020,State,Minnesota,11,available slots,,Education and Care,5/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/12/2020,State,Minnesota,2,available slots,,Education and Care,5/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/13/2020,State,Minnesota,0,available slots,,Education and Care,5/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/14/2020,State,Minnesota,28,available slots,,Education and Care,5/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/15/2020,State,Minnesota,86,available slots,,Education and Care,5/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/16/2020,State,Minnesota,0,available slots,,Education and Care,5/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/17/2020,State,Minnesota,0,available slots,,Education and Care,5/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/18/2020,State,Minnesota,25,available slots,,Education and Care,5/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/19/2020,State,Minnesota,42,available slots,,Education and Care,5/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/20/2020,State,Minnesota,10,available slots,,Education and Care,5/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/21/2020,State,Minnesota,0,available slots,,Education and Care,5/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/22/2020,State,Minnesota,0,available slots,,Education and Care,5/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/23/2020,State,Minnesota,0,available slots,,Education and Care,5/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/24/2020,State,Minnesota,271,available slots,,Education and Care,5/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/25/2020,State,Minnesota,16,available slots,,Education and Care,5/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/26/2020,State,Minnesota,407,available slots,,Education and Care,5/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/27/2020,State,Minnesota,52,available slots,,Education and Care,5/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/28/2020,State,Minnesota,264,available slots,,Education and Care,5/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/29/2020,State,Minnesota,0,available slots,,Education and Care,5/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/30/2020,State,Minnesota,0,available slots,,Education and Care,5/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,5/31/2020,State,Minnesota,0,available slots,,Education and Care,5/31/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/1/2020,State,Minnesota,22,available slots,,Education and Care,6/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/2/2020,State,Minnesota,56,available slots,,Education and Care,6/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/3/2020,State,Minnesota,129,available slots,,Education and Care,6/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/4/2020,State,Minnesota,15,available slots,,Education and Care,6/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/5/2020,State,Minnesota,0,available slots,,Education and Care,6/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/6/2020,State,Minnesota,0,available slots,,Education and Care,6/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/7/2020,State,Minnesota,7,available slots,,Education and Care,6/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/8/2020,State,Minnesota,25,available slots,,Education and Care,6/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/9/2020,State,Minnesota,6,available slots,,Education and Care,6/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/10/2020,State,Minnesota,7,available slots,,Education and Care,6/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/11/2020,State,Minnesota,62,available slots,,Education and Care,6/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/12/2020,State,Minnesota,0,available slots,,Education and Care,6/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/13/2020,State,Minnesota,0,available slots,,Education and Care,6/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/14/2020,State,Minnesota,18,available slots,,Education and Care,6/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/15/2020,State,Minnesota,20,available slots,,Education and Care,6/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/16/2020,State,Minnesota,17,available slots,,Education and Care,6/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/17/2020,State,Minnesota,8,available slots,,Education and Care,6/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/18/2020,State,Minnesota,0,available slots,,Education and Care,6/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/19/2020,State,Minnesota,17,available slots,,Education and Care,6/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/20/2020,State,Minnesota,2,available slots,,Education and Care,6/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/21/2020,State,Minnesota,10,available slots,,Education and Care,6/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/22/2020,State,Minnesota,18,available slots,,Education and Care,6/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/23/2020,State,Minnesota,46,available slots,,Education and Care,6/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/24/2020,State,Minnesota,6,available slots,,Education and Care,6/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/25/2020,State,Minnesota,0,available slots,,Education and Care,6/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/26/2020,State,Minnesota,71,available slots,,Education and Care,6/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/27/2020,State,Minnesota,0,available slots,,Education and Care,6/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/28/2020,State,Minnesota,10,available slots,,Education and Care,6/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/29/2020,State,Minnesota,158,available slots,,Education and Care,6/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,6/30/2020,State,Minnesota,6,available slots,,Education and Care,6/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/1/2020,State,Minnesota,0,available slots,,Education and Care,7/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/2/2020,State,Minnesota,63,available slots,,Education and Care,7/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/3/2020,State,Minnesota,0,available slots,,Education and Care,7/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/4/2020,State,Minnesota,0,available slots,,Education and Care,7/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/5/2020,State,Minnesota,0,available slots,,Education and Care,7/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/6/2020,State,Minnesota,3,available slots,,Education and Care,7/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/7/2020,State,Minnesota,9,available slots,,Education and Care,7/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/8/2020,State,Minnesota,13,available slots,,Education and Care,7/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/9/2020,State,Minnesota,4,available slots,,Education and Care,7/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/10/2020,State,Minnesota,114,available slots,,Education and Care,7/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/11/2020,State,Minnesota,0,available slots,,Education and Care,7/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/12/2020,State,Minnesota,0,available slots,,Education and Care,7/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/13/2020,State,Minnesota,106,available slots,,Education and Care,7/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/14/2020,State,Minnesota,164,available slots,,Education and Care,7/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/15/2020,State,Minnesota,1362,available slots,,Education and Care,7/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/16/2020,State,Minnesota,199,available slots,,Education and Care,7/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/17/2020,State,Minnesota,438,available slots,,Education and Care,7/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/18/2020,State,Minnesota,18,available slots,,Education and Care,7/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/19/2020,State,Minnesota,18,available slots,,Education and Care,7/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/20/2020,State,Minnesota,191,available slots,,Education and Care,7/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/21/2020,State,Minnesota,50,available slots,,Education and Care,7/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/22/2020,State,Minnesota,30,available slots,,Education and Care,7/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/23/2020,State,Minnesota,24,available slots,,Education and Care,7/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/24/2020,State,Minnesota,78,available slots,,Education and Care,7/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/25/2020,State,Minnesota,7,available slots,,Education and Care,7/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/26/2020,State,Minnesota,1,available slots,,Education and Care,7/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/27/2020,State,Minnesota,0,available slots,,Education and Care,7/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/28/2020,State,Minnesota,0,available slots,,Education and Care,7/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/29/2020,State,Minnesota,11,available slots,,Education and Care,7/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/30/2020,State,Minnesota,266,available slots,,Education and Care,7/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,7/31/2020,State,Minnesota,352,available slots,,Education and Care,7/31/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/1/2020,State,Minnesota,2,available slots,,Education and Care,8/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/2/2020,State,Minnesota,5,available slots,,Education and Care,8/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/3/2020,State,Minnesota,8,available slots,,Education and Care,8/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/4/2020,State,Minnesota,55,available slots,,Education and Care,8/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/5/2020,State,Minnesota,2,available slots,,Education and Care,8/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/6/2020,State,Minnesota,34,available slots,,Education and Care,8/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/7/2020,State,Minnesota,0,available slots,,Education and Care,8/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/8/2020,State,Minnesota,0,available slots,,Education and Care,8/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/9/2020,State,Minnesota,1,available slots,,Education and Care,8/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/10/2020,State,Minnesota,2,available slots,,Education and Care,8/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/11/2020,State,Minnesota,7,available slots,,Education and Care,8/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/12/2020,State,Minnesota,3,available slots,,Education and Care,8/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/13/2020,State,Minnesota,1,available slots,,Education and Care,8/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/14/2020,State,Minnesota,0,available slots,,Education and Care,8/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/15/2020,State,Minnesota,0,available slots,,Education and Care,8/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/16/2020,State,Minnesota,0,available slots,,Education and Care,8/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/17/2020,State,Minnesota,0,available slots,,Education and Care,8/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/18/2020,State,Minnesota,6,available slots,,Education and Care,8/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/19/2020,State,Minnesota,0,available slots,,Education and Care,8/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/20/2020,State,Minnesota,1,available slots,,Education and Care,8/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/21/2020,State,Minnesota,0,available slots,,Education and Care,8/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/22/2020,State,Minnesota,0,available slots,,Education and Care,8/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/23/2020,State,Minnesota,0,available slots,,Education and Care,8/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/24/2020,State,Minnesota,86,available slots,,Education and Care,8/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/25/2020,State,Minnesota,19,available slots,,Education and Care,8/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/26/2020,State,Minnesota,0,available slots,,Education and Care,8/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/27/2020,State,Minnesota,6,available slots,,Education and Care,8/27/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/28/2020,State,Minnesota,532,available slots,,Education and Care,8/28/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/29/2020,State,Minnesota,40,available slots,,Education and Care,8/29/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/30/2020,State,Minnesota,25,available slots,,Education and Care,8/30/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,8/31/2020,State,Minnesota,106,available slots,,Education and Care,8/31/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/1/2020,State,Minnesota,23,available slots,,Education and Care,9/1/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/2/2020,State,Minnesota,6,available slots,,Education and Care,9/2/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/3/2020,State,Minnesota,8,available slots,,Education and Care,9/3/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/4/2020,State,Minnesota,8,available slots,,Education and Care,9/4/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/5/2020,State,Minnesota,0,available slots,,Education and Care,9/5/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/6/2020,State,Minnesota,0,available slots,,Education and Care,9/6/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/7/2020,State,Minnesota,2,available slots,,Education and Care,9/7/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/8/2020,State,Minnesota,4,available slots,,Education and Care,9/8/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/9/2020,State,Minnesota,14,available slots,,Education and Care,9/9/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/10/2020,State,Minnesota,659,available slots,,Education and Care,9/10/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/11/2020,State,Minnesota,191,available slots,,Education and Care,9/11/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/12/2020,State,Minnesota,31,available slots,,Education and Care,9/12/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/13/2020,State,Minnesota,5,available slots,,Education and Care,9/13/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/14/2020,State,Minnesota,93,available slots,,Education and Care,9/14/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/15/2020,State,Minnesota,36,available slots,,Education and Care,9/15/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/16/2020,State,Minnesota,5,available slots,,Education and Care,9/16/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/17/2020,State,Minnesota,0,available slots,,Education and Care,9/17/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/18/2020,State,Minnesota,2,available slots,,Education and Care,9/18/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/19/2020,State,Minnesota,0,available slots,,Education and Care,9/19/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/20/2020,State,Minnesota,0,available slots,,Education and Care,9/20/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/21/2020,State,Minnesota,360,available slots,,Education and Care,9/21/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/22/2020,State,Minnesota,85,available slots,,Education and Care,9/22/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/23/2020,State,Minnesota,3,available slots,,Education and Care,9/23/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/24/2020,State,Minnesota,6,available slots,,Education and Care,9/24/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/25/2020,State,Minnesota,0,available slots,,Education and Care,9/25/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/26/2020,State,Minnesota,0,available slots,,Education and Care,9/26/2020,,,https://mn.gov/mmb/childcare/families/
New total capacity,,,,,9/27/2020,State,Minnesota,3,available slots,,Education and Care,9/27/2020,,,https://mn.gov/mmb/childcare/families/
